Degree_of_Shortage,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Percent_Pop_Below_Poverty,Geography_ID,County_Name,State_Name
Not applicable,M,Metropolitan,,6001408200,Alameda,California
Not applicable,M,Metropolitan,,6001408300,Alameda,California
Not applicable,M,Metropolitan,,6001408500,Alameda,California
Not applicable,N,Non-Metropolitan,,6029005700,Kern,California
Not applicable,N,Non-Metropolitan,,6029005401,Kern,California
Not applicable,N,Non-Metropolitan,,6029005201,Kern,California
Not applicable,N,Non-Metropolitan,,6029006100,Kern,California
Not applicable,N,Non-Metropolitan,,6029005900,Kern,California
Not applicable,N,Non-Metropolitan,,6029006003,Kern,California
Not applicable,N,Non-Metropolitan,,6029005404,Kern,California
Not applicable,N,Non-Metropolitan,,6029005300,Kern,California
Not applicable,N,Non-Metropolitan,,6029005402,Kern,California
Not applicable,N,Non-Metropolitan,,6029005403,Kern,California
Not applicable,N,Non-Metropolitan,,6029005501,Kern,California
Not applicable,N,Non-Metropolitan,,6029005600,Kern,California
Not applicable,N,Non-Metropolitan,,6029005506,Kern,California
Not applicable,N,Non-Metropolitan,,6029006002,Kern,California
Not applicable,N,Non-Metropolitan,,6037900501,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900504,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900602,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900605,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900606,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900607,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900703,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900704,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900705,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900803,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900804,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900805,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037900806,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037901004,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6037901003,Los Angeles,California
Not applicable,N,Non-Metropolitan,,6107003400,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004200,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004000,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004101,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004102,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003902,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003901,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004400,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003802,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003801,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003700,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003601,Tulare,California
Not applicable,N,Non-Metropolitan,,6107003602,Tulare,California
Not applicable,N,Non-Metropolitan,,6107002700,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004300,Tulare,California
Not applicable,N,Non-Metropolitan,,6107004500,Tulare,California
Not applicable,F,Frontier,,6035,Lassen,California
Not applicable,N,Non-Metropolitan,,2070,Dillingham,Alaska
Not applicable,N,Non-Metropolitan,,55045,Green,Wisconsin
Not applicable,M,Metropolitan,,51770001000,Roanoke City,Virginia
Not applicable,M,Metropolitan,,51770002300,Roanoke City,Virginia
Not applicable,M,Metropolitan,,51770000500,Roanoke City,Virginia
Not applicable,M,Metropolitan,,51770000900,Roanoke City,Virginia
Not applicable,M,Metropolitan,,51770000100,Roanoke City,Virginia
Not applicable,M,Metropolitan,,48201421300,Harris,Texas
Not applicable,M,Metropolitan,,48201421500,Harris,Texas
Not applicable,M,Metropolitan,,48201421600,Harris,Texas
Not applicable,M,Metropolitan,,48201212500,Harris,Texas
Not applicable,M,Metropolitan,,45045003705,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003801,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003802,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002103,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002108,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001900,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002104,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002105,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002106,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002107,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002201,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002202,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002301,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002302,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002303,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003902,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003903,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003904,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045002304,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000100,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000200,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000400,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000500,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000700,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000800,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045000900,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001000,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001101,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001102,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001302,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001400,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001501,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001502,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001700,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001803,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001805,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001600,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045001804,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003701,Greenville,South Carolina
Not applicable,M,Metropolitan,,45045003704,Greenville,South Carolina
Not applicable,M,Metropolitan,,45035,Dorchester,South Carolina
Not applicable,M,Metropolitan,,45019,Charleston,South Carolina
Not applicable,M,Metropolitan,,4207121072,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207110704,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207104376,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207108352,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207157848,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207120688,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207113512,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207115056,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207122336,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207142080,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207143832,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207153696,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207163064,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207167096,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207176400,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4207167568,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,4200128960,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4200102928,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4200117640,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4200110456,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4200106296,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4200148608,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4200105536,Adams,Pennsylvania
Not applicable,M,Metropolitan,,4206938096,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206937896,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206911232,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206911240,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206925560,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206902832,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206906928,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206931016,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206956792,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206968400,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206979792,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206938160,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,4206948176,Lackawanna,Pennsylvania
Not applicable,M,Metropolitan,,42071000100,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071000400,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071000500,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071000900,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071000800,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071000600,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071000700,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071001400,Lancaster,Pennsylvania
Not applicable,M,Metropolitan,,42071001000,Lancaster,Pennsylvania
Not applicable,N,Non-Metropolitan,,3400108710,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400120350,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400108680,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400149410,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400123940,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400129430,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400159640,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400175620,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,3400102080,Atlantic,New Jersey
Not applicable,N,Non-Metropolitan,,34033,Salem,New Jersey
Not applicable,N,Non-Metropolitan,,3300128740,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300140180,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300147140,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300167300,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3301306260,Merrimack,New Hampshire
Not applicable,N,Non-Metropolitan,,3301354260,Merrimack,New Hampshire
Not applicable,N,Non-Metropolitan,,3301309860,Merrimack,New Hampshire
Not applicable,N,Non-Metropolitan,,3301327380,Merrimack,New Hampshire
Not applicable,N,Non-Metropolitan,,3301343380,Merrimack,New Hampshire
Not applicable,N,Non-Metropolitan,,3301361940,Merrimack,New Hampshire
Not applicable,N,Non-Metropolitan,,3300103220,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300104740,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300128980,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300110660,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300101060,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300151540,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,3300177060,Belknap,New Hampshire
Not applicable,N,Non-Metropolitan,,26057,Gratiot,Michigan
Not applicable,N,Non-Metropolitan,,26011,Arenac,Michigan
Not applicable,M,Metropolitan,,26163526500,Wayne,Michigan
Not applicable,M,Metropolitan,,26163526000,Wayne,Michigan
Not applicable,M,Metropolitan,,26163524000,Wayne,Michigan
Not applicable,M,Metropolitan,,26163524100,Wayne,Michigan
Not applicable,M,Metropolitan,,26163526100,Wayne,Michigan
Not applicable,M,Metropolitan,,26163523800,Wayne,Michigan
Not applicable,M,Metropolitan,,26163525800,Wayne,Michigan
Not applicable,M,Metropolitan,,26127010300,Oceana,Michigan
Not applicable,M,Metropolitan,,26127010400,Oceana,Michigan
Not applicable,M,Metropolitan,,26127010600,Oceana,Michigan
Not applicable,M,Metropolitan,,26127010800,Oceana,Michigan
Not applicable,M,Metropolitan,,26127010900,Oceana,Michigan
Not applicable,M,Metropolitan,,26127011000,Oceana,Michigan
Not applicable,M,Metropolitan,,26127990000,Oceana,Michigan
Not applicable,M,Metropolitan,,26163525600,Wayne,Michigan
Not applicable,M,Metropolitan,,26163526200,Wayne,Michigan
Not applicable,M,Metropolitan,,26163521300,Wayne,Michigan
Not applicable,M,Metropolitan,,26163521400,Wayne,Michigan
Not applicable,M,Metropolitan,,26163521500,Wayne,Michigan
Not applicable,M,Metropolitan,,26163523100,Wayne,Michigan
Not applicable,M,Metropolitan,,26163524300,Wayne,Michigan
Not applicable,M,Metropolitan,,26163525400,Wayne,Michigan
Not applicable,M,Metropolitan,,26163522100,Wayne,Michigan
Not applicable,M,Metropolitan,,26163523200,Wayne,Michigan
Not applicable,M,Metropolitan,,26163522200,Wayne,Michigan
Not applicable,M,Metropolitan,,26163525500,Wayne,Michigan
Not applicable,M,Metropolitan,,26163523300,Wayne,Michigan
Not applicable,M,Metropolitan,,26163526400,Wayne,Michigan
Not applicable,M,Metropolitan,,26163521100,Wayne,Michigan
Not applicable,M,Metropolitan,,26163523400,Wayne,Michigan
Not applicable,M,Metropolitan,,26163524200,Wayne,Michigan
Not applicable,M,Metropolitan,,26163525700,Wayne,Michigan
Not applicable,M,Metropolitan,,26127010500,Oceana,Michigan
Not applicable,M,Metropolitan,,26163526300,Wayne,Michigan
Not applicable,M,Metropolitan,,25025091900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025091800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025082000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025100100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025080100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025080500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025080900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025090200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025092400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025010300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025070200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025090100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025080300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025092300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025120500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025091200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025082100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025090600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025091500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025091300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025091400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025090400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025090300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,25025081200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,,2502782000,Worcester,Massachusetts
Not applicable,N,Non-Metropolitan,,2301949065,Penobscot,Maine
Not applicable,N,Non-Metropolitan,,2302564850,Somerset,Maine
Not applicable,N,Non-Metropolitan,,2302556520,Somerset,Maine
Not applicable,N,Non-Metropolitan,,2302559005,Somerset,Maine
Not applicable,N,Non-Metropolitan,,2302531740,Somerset,Maine
Not applicable,N,Non-Metropolitan,,2302517460,Somerset,Maine
Not applicable,N,Non-Metropolitan,,2301959950,Penobscot,Maine
Not applicable,M,Metropolitan,,12081000601,Manatee,Florida
Not applicable,M,Metropolitan,,12081000703,Manatee,Florida
Not applicable,M,Metropolitan,,12081000305,Manatee,Florida
Not applicable,M,Metropolitan,,12081000306,Manatee,Florida
Not applicable,M,Metropolitan,,12081000103,Manatee,Florida
Not applicable,M,Metropolitan,,12081000101,Manatee,Florida
Not applicable,M,Metropolitan,,12081000304,Manatee,Florida
Not applicable,M,Metropolitan,,12081001904,Manatee,Florida
Not applicable,M,Metropolitan,,12081001300,Manatee,Florida
Not applicable,M,Metropolitan,,12081001501,Manatee,Florida
Not applicable,M,Metropolitan,,12081001502,Manatee,Florida
Not applicable,N,Non-Metropolitan,,9009125400,New Haven,Connecticut
Not applicable,N,Non-Metropolitan,,9009125200,New Haven,Connecticut
Not applicable,N,Non-Metropolitan,,9009125300,New Haven,Connecticut
Not applicable,M,Metropolitan,,8069000901,Larimer,Colorado
Not applicable,M,Metropolitan,,8069001003,Larimer,Colorado
Not applicable,M,Metropolitan,,8069001111,Larimer,Colorado
Not applicable,M,Metropolitan,,8069001304,Larimer,Colorado
Not applicable,M,Metropolitan,,8069000600,Larimer,Colorado
Not applicable,M,Metropolitan,,8069000100,Larimer,Colorado
Not applicable,M,Metropolitan,,8069001306,Larimer,Colorado
Not applicable,M,Metropolitan,,8069001305,Larimer,Colorado
Not applicable,M,Metropolitan,,8069000700,Larimer,Colorado
Not applicable,M,Metropolitan,,8069001110,Larimer,Colorado
Not applicable,M,Metropolitan,,6029006100,Kern,California
Not applicable,M,Metropolitan,,6075017700,San Francisco,California
Not applicable,M,Metropolitan,,6075017601,San Francisco,California
Not applicable,M,Metropolitan,,6075018000,San Francisco,California
Not applicable,M,Metropolitan,,6075022801,San Francisco,California
Not applicable,M,Metropolitan,,6075022901,San Francisco,California
Not applicable,M,Metropolitan,,6075022600,San Francisco,California
Not applicable,M,Metropolitan,,6075017902,San Francisco,California
Not applicable,M,Metropolitan,,6075020100,San Francisco,California
Not applicable,M,Metropolitan,,6075060700,San Francisco,California
,N,Non-Metropolitan,,POINT,Not Determined,Puerto Rico
,N,Non-Metropolitan,,POINT,Not Determined,Puerto Rico
,N,Non-Metropolitan,,POINT,Not Determined,Virginia
,N,Non-Metropolitan,,POINT,Not Determined,Virginia
,N,Non-Metropolitan,,POINT,Not Determined,Virginia
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Tennessee
,M,Metropolitan,,POINT,Not Determined,Tennessee
,N,Non-Metropolitan,,POINT,Not Determined,Ohio
,M,Metropolitan,,POINT,Not Determined,Ohio
,M,Metropolitan,,POINT,Not Determined,New York
,N,Non-Metropolitan,,POINT,Not Determined,Michigan
,M,Metropolitan,,POINT,Not Determined,Illinois
,N,Non-Metropolitan,,POINT,Not Determined,Georgia
,M,Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,M,Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,M,Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,M,Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,M,Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,M,Metropolitan,,POINT,Not Determined,Florida
,N,Non-Metropolitan,,POINT,Not Determined,Florida
,M,Metropolitan,,POINT,Not Determined,Colorado
,N,Non-Metropolitan,,POINT,Not Determined,Colorado
,N,Non-Metropolitan,,POINT,Not Determined,California
,M,Metropolitan,,POINT,Not Determined,Arizona
,N,Non-Metropolitan,,POINT,Not Determined,Wyoming
,N,Non-Metropolitan,,POINT,Not Determined,Virginia
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,N,Non-Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,Texas
,M,Metropolitan,,POINT,Not Determined,South Carolina
,N,Non-Metropolitan,,POINT,Not Determined,Pennsylvania
,N,Non-Metropolitan,,POINT,Not Determined,Oklahoma
,N,Non-Metropolitan,,POINT,Not Determined,North Carolina
,N,Non-Metropolitan,,POINT,Not Determined,New Mexico
,N,Non-Metropolitan,,POINT,Not Determined,Nebraska
,N,Non-Metropolitan,,POINT,Not Determined,Montana
,M,Metropolitan,,POINT,Not Determined,Missouri
,M,Metropolitan,,POINT,Not Determined,Massachusetts
,M,Metropolitan,,POINT,Not Determined,Georgia
,N,Non-Metropolitan,,POINT,Not Determined,Alabama
Not applicable,M,Metropolitan,,47157020300,Shelby,Tennessee
Not applicable,M,Metropolitan,,47157020400,Shelby,Tennessee
Not applicable,M,Metropolitan,,47157020102,Shelby,Tennessee
Not applicable,M,Metropolitan,,47157020222,Shelby,Tennessee
Not applicable,M,Metropolitan,,47157020221,Shelby,Tennessee
Not applicable,M,Metropolitan,,47157020210,Shelby,Tennessee
Not applicable,M,Metropolitan,,45015,Berkeley,South Carolina
Not applicable,N,Non-Metropolitan,,6087110501,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110400,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110200,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110300,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110100,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110700,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110600,Santa Cruz,California
Not applicable,N,Non-Metropolitan,,6087110502,Santa Cruz,California
Not applicable,M,Metropolitan,50.0,25025070600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025040200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025040300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025071101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000401,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060501,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100601,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025092200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025092300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110201,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025020200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025071201,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080801,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025082100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000202,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025030100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000301,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000704,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010104,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010702,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010801,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010802,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025020101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000201,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000402,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010403,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000502,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000503,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000504,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010404,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010405,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010408,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025020301,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025020303,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025030200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000601,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000602,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000701,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025020302,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000703,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010701,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000802,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000803,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010103,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010203,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025010204,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025030300,Suffolk,Massachusetts
