Degree_of_Shortage,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Percent_Pop_Below_Poverty,Geography_ID,County_Name,State_Name
Not applicable,M,Metropolitan,50.0,25025050200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025030400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025040401,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025040600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025040801,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050901,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025051000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025051101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025051200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060301,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025061000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025061101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070402,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025092400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025030500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160501,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160502,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160601,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025160602,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170501,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170601,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170701,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170702,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025180500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025180101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025180200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140201,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140202,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025180301,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025180400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025980101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025980300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025980700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981201,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981202,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981502,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981501,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025981800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025990101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081001,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080601,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080401,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025061200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100603,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025082000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025090901,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091001,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025092000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025092101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025101001,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025101002,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025101101,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025101102,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110301,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110401,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110403,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110501,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110502,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110601,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110103,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025110607,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120103,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120104,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120105,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120201,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120301,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025130100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025130200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025130300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025130402,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025130404,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025120700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025130406,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140102,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140105,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140107,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025050600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025081800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025000302,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025100400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025060700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025140106,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025170502,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025080900,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025091800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025040100,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,25025070200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,50.0,2502782000,Worcester,Massachusetts
,0,Unknown,,POINT,Milwaukee,Wisconsin
,0,Unknown,,POINT,Cabell,West Virginia
,0,Unknown,,POINT,Cabell,West Virginia
,0,Unknown,,POINT,Cabell,West Virginia
,0,Unknown,,POINT,Clay,West Virginia
,0,Unknown,,POINT,Harris,Texas
,0,Unknown,,POINT,Bronx,New York
,0,Unknown,,POINT,Livingston,New York
,0,Unknown,,POINT,Bernalillo,New Mexico
,0,Unknown,,POINT,Bernalillo,New Mexico
,0,Unknown,,POINT,Bernalillo,New Mexico
,0,Unknown,,POINT,St. Louis,Missouri
,0,Unknown,,POINT,Clark,Kentucky
,0,Unknown,,POINT,Madison,Kentucky
,0,Unknown,,POINT,Fulton,Georgia
,0,Unknown,,POINT,Fulton,Georgia
,0,Unknown,,POINT,Gwinnett,Georgia
,0,Unknown,,POINT,District of Columbia,District of Columbia
,0,Unknown,,POINT,Kent,Delaware
,0,Unknown,,POINT,New Castle,Delaware
,0,Unknown,,POINT,Kent,Delaware
,0,Unknown,,POINT,New Castle,Delaware
,0,Unknown,,POINT,Douglas,Colorado
,0,Unknown,,POINT,Douglas,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Adams,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Adams,Colorado
,0,Unknown,,POINT,Jefferson,Colorado
,0,Unknown,,POINT,Jefferson,Colorado
,0,Unknown,,POINT,Adams,Colorado
,0,Unknown,,POINT,Adams,Colorado
,0,Unknown,,POINT,Jefferson,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Boulder,Colorado
,0,Unknown,,POINT,Boulder,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Boulder,Colorado
,0,Unknown,,POINT,Adams,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Jefferson,Colorado
,0,Unknown,,POINT,Adams,Colorado
,0,Unknown,,POINT,Arapahoe,Colorado
,0,Unknown,,POINT,Jefferson,Colorado
,0,Unknown,,POINT,Benton,Arkansas
Not applicable,0,Unknown,19.5,78020,St. John,U.S. Virgin Islands
Not applicable,0,Unknown,23.0,66010,Guam,Guam
Not applicable,0,Unknown,33.2,48201240600,Harris,Texas
Not applicable,0,Unknown,33.2,48201240501,Harris,Texas
Not applicable,0,Unknown,33.2,48201240100,Harris,Texas
Not applicable,0,Unknown,33.2,48201241500,Harris,Texas
Not applicable,0,Unknown,33.2,48201220300,Harris,Texas
Not applicable,0,Unknown,33.2,48201223100,Harris,Texas
Not applicable,0,Unknown,33.2,48201222503,Harris,Texas
Not applicable,0,Unknown,33.2,48201222600,Harris,Texas
Not applicable,0,Unknown,33.2,48201222700,Harris,Texas
Not applicable,0,Unknown,33.2,48201222800,Harris,Texas
Not applicable,0,Unknown,33.2,48201222900,Harris,Texas
Not applicable,0,Unknown,33.2,48201222000,Harris,Texas
Not applicable,0,Unknown,33.2,48201222100,Harris,Texas
Not applicable,0,Unknown,33.2,48201222200,Harris,Texas
Not applicable,0,Unknown,33.2,48201222300,Harris,Texas
Not applicable,0,Unknown,33.2,48201223001,Harris,Texas
Not applicable,0,Unknown,33.2,48201222401,Harris,Texas
Not applicable,0,Unknown,33.2,48201222402,Harris,Texas
Not applicable,0,Unknown,33.2,48201222501,Harris,Texas
Not applicable,0,Unknown,33.2,48201222502,Harris,Texas
Not applicable,0,Unknown,33.2,48201240502,Harris,Texas
Not applicable,0,Unknown,33.2,48201232100,Harris,Texas
Not applicable,0,Unknown,33.2,48201231700,Harris,Texas
Not applicable,0,Unknown,33.2,48201231800,Harris,Texas
Not applicable,0,Unknown,33.2,48201221800,Harris,Texas
Not applicable,0,Unknown,33.2,48201221900,Harris,Texas
Not applicable,0,Unknown,33.2,48201220900,Harris,Texas
Not applicable,0,Unknown,33.2,48201220700,Harris,Texas
Not applicable,0,Unknown,33.2,48201221100,Harris,Texas
Not applicable,0,Unknown,33.2,48201221200,Harris,Texas
Not applicable,0,Unknown,33.2,48201221300,Harris,Texas
Not applicable,0,Unknown,33.2,48201221400,Harris,Texas
Not applicable,0,Unknown,33.2,48201221500,Harris,Texas
Not applicable,0,Unknown,33.2,48201221000,Harris,Texas
Not applicable,0,Unknown,33.2,48201221600,Harris,Texas
Not applicable,0,Unknown,33.2,48201221700,Harris,Texas
Not applicable,0,Unknown,33.2,48201220500,Harris,Texas
Not applicable,0,Unknown,33.2,48201530500,Harris,Texas
Not applicable,0,Unknown,33.2,48201530600,Harris,Texas
Not applicable,0,Unknown,33.2,48201223002,Harris,Texas
Not applicable,0,Unknown,33.2,48201530400,Harris,Texas
Not applicable,0,Unknown,33.2,48201220400,Harris,Texas
Not applicable,0,Unknown,33.2,48201220200,Harris,Texas
Not applicable,0,Unknown,33.2,48201220600,Harris,Texas
Not applicable,0,Unknown,33.2,48201530300,Harris,Texas
Not applicable,0,Unknown,33.2,48201530700,Harris,Texas
Not applicable,0,Unknown,33.2,48201550602,Harris,Texas
Not applicable,0,Unknown,33.2,48201550603,Harris,Texas
Not applicable,0,Unknown,33.2,48201550500,Harris,Texas
Not applicable,0,Unknown,33.2,48201550601,Harris,Texas
Not applicable,0,Unknown,33.2,48201533600,Harris,Texas
Not applicable,0,Unknown,33.2,48201533701,Harris,Texas
Not applicable,0,Unknown,33.2,48201533801,Harris,Texas
Not applicable,0,Unknown,33.2,48201533802,Harris,Texas
Not applicable,0,Unknown,33.2,48201550100,Harris,Texas
Not applicable,0,Unknown,33.2,48201550200,Harris,Texas
Not applicable,0,Unknown,33.2,48201533702,Harris,Texas
Not applicable,0,Unknown,33.2,48201533500,Harris,Texas
Not applicable,0,Unknown,26.9,48201532700,Harris,Texas
Not applicable,0,Unknown,26.9,48201533300,Harris,Texas
Not applicable,0,Unknown,26.9,48201533400,Harris,Texas
Not applicable,0,Unknown,26.9,48201533200,Harris,Texas
Not applicable,0,Unknown,26.9,48201530800,Harris,Texas
Not applicable,0,Unknown,26.9,48201531800,Harris,Texas
Not applicable,0,Unknown,26.9,48201532001,Harris,Texas
Not applicable,0,Unknown,26.9,48201532002,Harris,Texas
Not applicable,0,Unknown,26.9,48201532600,Harris,Texas
Not applicable,0,Unknown,26.9,48201531900,Harris,Texas
Not applicable,0,Unknown,26.9,48201532800,Harris,Texas
Not applicable,0,Unknown,26.9,48201532900,Harris,Texas
Not applicable,0,Unknown,26.9,48201533000,Harris,Texas
Not applicable,0,Unknown,26.9,48201533100,Harris,Texas
Not applicable,0,Unknown,27.9,48201331900,Harris,Texas
Not applicable,0,Unknown,27.9,48201332300,Harris,Texas
Not applicable,0,Unknown,27.9,48201331100,Harris,Texas
Not applicable,0,Unknown,27.9,48201330800,Harris,Texas
Not applicable,0,Unknown,27.9,48201331400,Harris,Texas
Not applicable,0,Unknown,27.9,48201331200,Harris,Texas
Not applicable,0,Unknown,27.9,48201332200,Harris,Texas
Not applicable,0,Unknown,27.9,48201331300,Harris,Texas
Not applicable,0,Unknown,27.9,48201331500,Harris,Texas
Not applicable,0,Unknown,27.9,48201331601,Harris,Texas
Not applicable,0,Unknown,27.9,48201331602,Harris,Texas
Not applicable,0,Unknown,27.9,48201331700,Harris,Texas
Not applicable,0,Unknown,27.9,48201331800,Harris,Texas
Not applicable,0,Unknown,27.9,48201332400,Harris,Texas
Not applicable,0,Unknown,27.9,48201332800,Harris,Texas
Not applicable,0,Unknown,27.9,48201332500,Harris,Texas
Not applicable,0,Unknown,27.9,48201332600,Harris,Texas
Not applicable,0,Unknown,27.9,48201332700,Harris,Texas
Not applicable,0,Unknown,27.9,48201332000,Harris,Texas
Not applicable,0,Unknown,27.9,48201332100,Harris,Texas
Not applicable,0,Unknown,12.7,46117,Stanley,South Dakota
Not applicable,0,Unknown,12.7,46075,Jones,South Dakota
Not applicable,0,Unknown,12.7,46055,Haakon,South Dakota
Not applicable,0,Unknown,12.7,46085,Lyman,South Dakota
Not applicable,0,Unknown,12.7,46119,Sully,South Dakota
Not applicable,0,Unknown,12.7,46069,Hyde,South Dakota
Not applicable,0,Unknown,12.7,46065,Hughes,South Dakota
Not applicable,0,Unknown,12.7,46017,Buffalo,South Dakota
Not applicable,0,Unknown,23.0,45041,Florence,South Carolina
Not applicable,0,Unknown,23.0,45067,Marion,South Carolina
Not applicable,0,Unknown,23.0,45031,Darlington,South Carolina
Not applicable,0,Unknown,16.7,41071,Yamhill,Oregon
Not applicable,0,Unknown,16.3,28093,Marshall,Mississippi
Not applicable,0,Unknown,16.3,28137,Tate,Mississippi
Not applicable,0,Unknown,16.3,28013,Calhoun,Mississippi
Not applicable,0,Unknown,16.3,28107,Panola,Mississippi
Not applicable,0,Unknown,16.3,28161,Yalobusha,Mississippi
Not applicable,0,Unknown,16.3,28033,DeSoto,Mississippi
Not applicable,0,Unknown,16.3,28071,Lafayette,Mississippi
Not applicable,0,Unknown,20.2,26053,Gogebic,Michigan
Not applicable,0,Unknown,10.5,24015,Cecil,Maryland
Not applicable,0,Unknown,,24043,Washington,Maryland
Not applicable,0,Unknown,13.6,22075,Plaquemines,Louisiana
Not applicable,0,Unknown,7.6,15007040900,Kauai,Hawaii
Not applicable,0,Unknown,7.6,15007040800,Kauai,Hawaii
Not applicable,0,Unknown,27.6,15001990100,Hawaii,Hawaii
Not applicable,0,Unknown,27.6,15001021202,Hawaii,Hawaii
Not applicable,0,Unknown,10.3,8047,Gilpin,Colorado
Not applicable,0,Unknown,9.2,8019,Clear Creek,Colorado
Not applicable,0,Unknown,10.7,6037599000,Los Angeles,California
Not applicable,0,Unknown,10.7,6037599100,Los Angeles,California
Not applicable,0,Unknown,30.0,54021,Gilmer,West Virginia
Not applicable,0,Unknown,15.7,48181,Grayson,Texas
